mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.5570655345916748,0.06374478646618428,0.01574091911315918,0.0022033247978729496,10,4,10,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.7028571428571428,0.6946564885496184,0.7061068702290076,0.6698473282442748,0.6641221374045801,0.6875179934569247,0.01727085664139385,5
0.19209661483764648,0.028373023757976665,0.005512523651123047,0.0015229111988202056,20,1,2,50,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.6190476190476191,0.6278625954198473,0.6374045801526718,0.5782442748091603,0.6354961832061069,0.6196110505270811,0.02167285268815886,99
0.359158992767334,0.03664128588952586,0.011119651794433593,0.00393275205664171,20,1,2,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.6114285714285714,0.6240458015267175,0.6450381679389313,0.5706106870229007,0.6393129770992366,0.6180872410032714,0.026498112526647986,101
0.7652960300445557,0.05961103656627245,0.022851848602294923,0.006502709106401761,20,1,2,200,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.6114285714285714,0.6106870229007634,0.6545801526717557,0.5744274809160306,0.6259541984732825,0.6154154852780807,0.025935327211926464,102
0.16983246803283691,0.009212489885818999,0.005508995056152344,0.0008945763055316437,20,1,5,50,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.6457142857142857,0.6583969465648855,0.6583969465648855,0.5877862595419847,0.6374045801526718,0.6375398037077427,0.02612392166144162,86
0.3924887657165527,0.05012295597039677,0.010419321060180665,0.0015965587982217225,20,1,5,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.6495238095238095,0.6679389312977099,0.6507633587786259,0.5916030534351145,0.6297709923664122,0.6379200290803344,0.026124327210247857,85
0.7477683067321778,0.05156671613350152,0.019137811660766602,0.005970176629835031,20,1,5,200,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.6514285714285715,0.666030534351145,0.6736641221374046,0.583969465648855,0.6354961832061069,0.6421177753544166,0.031870846759743034,78
0.16275434494018554,0.006446582451937715,0.006716299057006836,0.0026824696494733603,20,1,10,50,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50}",0.6533333333333333,0.6793893129770993,0.6679389312977099,0.6240458015267175,0.6335877862595419,0.6516590330788804,0.020619734765267392,61
0.35279288291931155,0.033322497189272826,0.009223031997680663,0.0016962548100872689,20,1,10,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.6647619047619048,0.6641221374045801,0.6851145038167938,0.6183206106870229,0.6335877862595419,0.6531813885859687,0.02396962776433545,54
0.7004874229431153,0.07583502805881712,0.019448041915893555,0.00369609003700157,20,1,10,200,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",0.6552380952380953,0.6812977099236641,0.6774809160305344,0.6183206106870229,0.6297709923664122,0.6524216648491459,0.02508250062470423,59
0.19153757095336915,0.02666378447415862,0.006015396118164063,0.0015899937990700474,20,2,2,50,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.6476190476190476,0.6622137404580153,0.6679389312977099,0.6259541984732825,0.6278625954198473,0.6463177026535805,0.01718789300752417,71
0.33820767402648927,0.017519845364051382,0.013129663467407227,0.0048094899174160165,20,2,2,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.6647619047619048,0.6603053435114504,0.6526717557251909,0.6221374045801527,0.6374045801526718,0.6474561977462742,0.01570901900739759,68
0.7472269535064697,0.08415064800332543,0.01994433403015137,0.00274610904670812,20,2,2,200,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.6647619047619048,0.666030534351145,0.6717557251908397,0.6030534351145038,0.6335877862595419,0.647837877135587,0.026069792022065007,66
0.2045048236846924,0.03671341478311779,0.006210422515869141,0.0019168493020757934,20,2,5,50,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.6685714285714286,0.6679389312977099,0.6736641221374046,0.6164122137404581,0.6393129770992366,0.6531799345692476,0.021993116272125995,55
0.35156702995300293,0.03371794045077628,0.010832643508911133,0.0030735450380008755,20,2,5,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.660952380952381,0.666030534351145,0.6679389312977099,0.6106870229007634,0.6316793893129771,0.6474576517629953,0.02257243986711595,67
0.7313127040863037,0.09946674158004062,0.020256662368774415,0.004386238456405431,20,2,5,200,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.6666666666666666,0.6679389312977099,0.6698473282442748,0.6106870229007634,0.6316793893129771,0.6493638676844784,0.023969276564193707,63
0.17395591735839844,0.019348485463993925,0.005501747131347656,0.0010196902020013798,20,2,10,50,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",0.6704761904761904,0.6736641221374046,0.6736641221374046,0.6202290076335878,0.6374045801526718,0.6550876045074518,0.022157588853372368,49
0.3510303497314453,0.03760014757418044,0.011522340774536132,0.002493923249320755,20,2,10,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.660952380952381,0.6755725190839694,0.6774809160305344,0.6202290076335878,0.6354961832061069,0.6539462013813159,0.022573964153713155,51
0.6965692520141602,0.041064569967833094,0.020253753662109374,0.005854359372372522,20,2,10,200,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",0.6704761904761904,0.6755725190839694,0.6793893129770993,0.6240458015267175,0.6393129770992366,0.6577593602326426,0.022017058598984136,39
0.17803044319152833,0.027763887270806583,0.009030628204345702,0.006525360150845516,20,4,2,50,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",0.6819047619047619,0.6755725190839694,0.6889312977099237,0.6259541984732825,0.6316793893129771,0.6608084332969828,0.026522623177994066,37
0.33878798484802247,0.014687432644243882,0.010120725631713868,0.0029466232754501286,20,4,2,100,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.68,0.6793893129770993,0.683206106870229,0.6335877862595419,0.6450381679389313,0.6642442748091603,0.02071647153263944,31
0.6895475387573242,0.07021262673829985,0.019767618179321288,0.004596668933251798,20,4,2,200,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",0.6761904761904762,0.6736641221374046,0.6851145038167938,0.6240458015267175,0.6450381679389313,0.6608106143220647,0.022772146950202868,36
0.16229548454284667,0.013139676345605148,0.006205558776855469,0.00396498210649632,20,4,5,50,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",0.6895238095238095,0.6774809160305344,0.6793893129770993,0.6412213740458015,0.6526717557251909,0.668057433660487,0.018082654576703657,28
0.33928918838500977,0.029337587137063213,0.010532522201538086,0.0016191041523951793,20,4,5,100,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.6723809523809524,0.6774809160305344,0.683206106870229,0.6526717557251909,0.6354961832061069,0.6642471828426026,0.017671113119019696,30
0.7223710536956787,0.08224284563961734,0.02075986862182617,0.006113489998255165,20,4,5,200,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.6780952380952381,0.6717557251908397,0.6870229007633588,0.6316793893129771,0.6450381679389313,0.6627182842602689,0.02090377929401115,34
0.1879730224609375,0.028436899423253427,0.004205322265625,0.0006787499598661104,20,4,10,50,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",0.6723809523809524,0.6812977099236641,0.6870229007633588,0.6335877862595419,0.6431297709923665,0.6634838240639767,0.021253903671637434,33
0.3351926326751709,0.051620038343453876,0.011422491073608399,0.0027915684217369734,20,4,10,100,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.6819047619047619,0.6793893129770993,0.6851145038167938,0.6393129770992366,0.6374045801526718,0.6646252271901126,0.02153157976352374,29
0.6866545677185059,0.08212123140587625,0.02186131477355957,0.007625226211315705,20,4,10,200,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.6819047619047619,0.6736641221374046,0.6812977099236641,0.6393129770992366,0.6450381679389313,0.6642435478007996,0.01834061133831002,32
0.22164278030395507,0.017462425073018085,0.007722616195678711,0.0023555624532914017,30,1,2,50,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.5885714285714285,0.5877862595419847,0.6183206106870229,0.5591603053435115,0.6183206106870229,0.5944318429661941,0.02219881099804332,108
0.3929304599761963,0.02425311229228916,0.0138336181640625,0.002724832065222236,30,1,2,100,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.5885714285714285,0.5916030534351145,0.6278625954198473,0.5591603053435115,0.6183206106870229,0.597103598691385,0.024244689781144003,105
0.8162309169769287,0.1071363314542,0.02838873863220215,0.007273540835401141,30,1,2,200,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.5923809523809523,0.5877862595419847,0.6240458015267175,0.5553435114503816,0.6259541984732825,0.5971021446746637,0.026119955873619705,106
0.20942816734313965,0.033663367187699286,0.011431026458740234,0.01065446482222611,30,1,5,50,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.6133333333333333,0.6545801526717557,0.6469465648854962,0.5763358778625954,0.6202290076335878,0.6222849872773537,0.027737523085570273,97
0.40887837409973143,0.07456094379026795,0.01432805061340332,0.007205430294662649,30,1,5,100,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.6285714285714286,0.6412213740458015,0.6526717557251909,0.583969465648855,0.6354961832061069,0.6283860414394766,0.02357100918830859,95
0.8484558582305908,0.0952813479404939,0.027856969833374025,0.009720194743664267,30,1,5,200,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.6285714285714286,0.648854961832061,0.6641221374045801,0.5820610687022901,0.6259541984732825,0.6299127589967284,0.027699611015568195,94
0.18558831214904786,0.008846175099879554,0.00684814453125,0.0017975701698043467,30,1,10,50,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50}",0.6533333333333333,0.6603053435114504,0.6622137404580153,0.6068702290076335,0.6297709923664122,0.642498727735369,0.02123455269003318,77
0.3734753131866455,0.05658428316584874,0.010825252532958985,0.0016027856092124435,30,1,10,100,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.659047619047619,0.666030534351145,0.6603053435114504,0.6068702290076335,0.6393129770992366,0.6463133406034169,0.021686262304539322,72
0.7504586219787598,0.07784647304979965,0.026760149002075195,0.005775375774756161,30,1,10,200,"{'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",0.6628571428571428,0.6526717557251909,0.6679389312977099,0.6125954198473282,0.6297709923664122,0.6451668484187568,0.02090821968704679,74
0.1916050434112549,0.03273228601931392,0.005309343338012695,0.0009825410669978404,30,2,2,50,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.6438095238095238,0.6507633587786259,0.6583969465648855,0.601145038167939,0.6106870229007634,0.6329603780443475,0.022759557578137454,92
0.3648054599761963,0.0246134105113362,0.015047454833984375,0.005882839253604315,30,2,2,100,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.64,0.6507633587786259,0.6603053435114504,0.6087786259541985,0.6221374045801527,0.6363969465648855,0.018746164458229696,89
0.7853096485137939,0.08577622283316622,0.020650053024291994,0.005005475127229143,30,2,2,200,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.6533333333333333,0.6507633587786259,0.6564885496183206,0.6068702290076335,0.6240458015267175,0.6383002544529262,0.019509856169631645,83
0.1948106288909912,0.02396291578715435,0.004920005798339844,0.0004889224404125683,30,2,5,50,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.659047619047619,0.6641221374045801,0.6450381679389313,0.6049618320610687,0.6374045801526718,0.6421148673209742,0.020890756512407946,79
0.3636330604553223,0.03957611567033012,0.011427831649780274,0.0017728868218137238,30,2,5,100,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.6552380952380953,0.6564885496183206,0.6564885496183206,0.6049618320610687,0.6106870229007634,0.6367728098873138,0.023709888832877,88
0.7358335971832275,0.08431269842822037,0.024365997314453124,0.005077204673632779,30,2,5,200,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.660952380952381,0.6641221374045801,0.6526717557251909,0.6068702290076335,0.6221374045801527,0.6413507815339876,0.022755149575755532,80
0.20074195861816407,0.01900476272737789,0.010218524932861328,0.008736916284408772,30,2,10,50,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",0.6704761904761904,0.6564885496183206,0.6698473282442748,0.6297709923664122,0.6335877862595419,0.652034169392948,0.017396415579703953,60
0.3372541904449463,0.03194776950526371,0.011823034286499024,0.0031945931859953714,30,2,10,100,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.6666666666666666,0.6603053435114504,0.6755725190839694,0.601145038167939,0.6297709923664122,0.6466921119592876,0.027492693734769612,69
0.7148020267486572,0.05447250755467784,0.02507305145263672,0.005366650839356512,30,2,10,200,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",0.6571428571428571,0.6603053435114504,0.6679389312977099,0.6221374045801527,0.6335877862595419,0.6482224645583424,0.01737188873621431,64
0.17348670959472656,0.026670747420883458,0.007913160324096679,0.004838694983136114,30,4,2,50,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",0.6761904761904762,0.666030534351145,0.6793893129770993,0.6259541984732825,0.6412213740458015,0.6577571792075609,0.02078964401016997,40
0.3457859992980957,0.027398005319143427,0.009895849227905273,0.002900313577666932,30,4,2,100,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.68,0.6603053435114504,0.683206106870229,0.6316793893129771,0.6278625954198473,0.6566106870229008,0.02330686242840569,44
0.652035903930664,0.06468933208638626,0.017883777618408203,0.0013656839560035588,30,4,2,200,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",0.6723809523809524,0.6583969465648855,0.6774809160305344,0.6202290076335878,0.6354961832061069,0.6527968011632134,0.02183656882987029,57
0.17507786750793458,0.026287145039772367,0.005011892318725586,0.0011416044994143927,30,4,5,50,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",0.6647619047619048,0.6583969465648855,0.6717557251908397,0.6259541984732825,0.6374045801526718,0.6516546710287169,0.017233047400380536,62
0.3235757350921631,0.03246706539478004,0.009927463531494141,0.0010247521465106858,30,4,5,100,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.6628571428571428,0.666030534351145,0.6870229007633588,0.6202290076335878,0.6335877862595419,0.6539454743729551,0.023961712130692807,52
0.6034011840820312,0.028465083812371294,0.01624746322631836,0.0026790193597885127,30,4,5,200,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.6704761904761904,0.6507633587786259,0.6698473282442748,0.6335877862595419,0.6412213740458015,0.653179207560887,0.014897394143999368,56
0.16833438873291015,0.011559303728911797,0.004208087921142578,0.0007513304622659882,30,4,10,50,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",0.6666666666666666,0.6641221374045801,0.6755725190839694,0.6316793893129771,0.6393129770992366,0.655470737913486,0.016919684647109908,47
0.2996549129486084,0.015208107980643372,0.00846710205078125,0.0015920934537848686,30,4,10,100,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.68,0.666030534351145,0.6774809160305344,0.6278625954198473,0.6354961832061069,0.6573740458015267,0.02163664208319597,41
0.4912454605102539,0.013914805824745398,0.01063084602355957,0.0007701209006780742,30,4,10,200,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.6819047619047619,0.6679389312977099,0.6965648854961832,0.6316793893129771,0.6354961832061069,0.6627168302435478,0.025477143756301925,35
